"word.StartDate","word.EndDate","word.Status","word.IPAddress","word.Progress","word.Duration..in.seconds.","word.Finished","word.RecordedDate","word.ResponseId","word.RecipientLastName","word.RecipientFirstName","word.RecipientEmail","word.ExternalReference","word.LocationLatitude","word.LocationLongitude","word.DistributionChannel","word.UserLanguage","word.consent_response","word.att_check_1","word.att_check_2","word.att_check_3_1","word.att_check_3_2","word.att_check_3_3","word.att_check_4","word.comp_check_1","word.comp_check_2","word.comp_check_3","word.plot_names","word.hiring_likelihood","word.word_gen","word.subject","word.comp_check_7","word.comp_check_8","word.comp_check_9","word.politics_1","word.gender","word.gender_4_TEXT","word.ethnicity","word.ethnicity_5_TEXT","word.age","word.education","word.education_9_TEXT","word.comments","word.StudyID","word.attention_check","word.attention_check2","word.comp_check","word.n_after_exclusions"
"3/7/22 15:13","3/7/22 15:18","IP Address","174.103.176.18",100,326,TRUE,"3/7/22 15:18","R_2c0gHkeZ2sY0jWz",NA,NA,NA,NA,43.08180237,-87.89199829,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","linear_rise",93,"good",1,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",0,"Male",NA,"White","",35,"High School or Equivalent","","No idea how I was supposed to come up with that many different words for graphs.","lifelines_e5",0,1,0,141
"3/7/22 15:13","3/7/22 15:18","IP Address","174.103.176.18",100,326,TRUE,"3/7/22 15:18","R_2c0gHkeZ2sY0jWz",NA,NA,NA,NA,43.08180237,-87.89199829,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","linear_fall",0,"disappointing",1,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",0,"Male",NA,"White","",35,"High School or Equivalent","","No idea how I was supposed to come up with that many different words for graphs.","lifelines_e5",0,1,0,141
"3/7/22 15:13","3/7/22 15:18","IP Address","174.103.176.18",100,326,TRUE,"3/7/22 15:18","R_2c0gHkeZ2sY0jWz",NA,NA,NA,NA,43.08180237,-87.89199829,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","linear_low",0,"unworkable",1,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",0,"Male",NA,"White","",35,"High School or Equivalent","","No idea how I was supposed to come up with that many different words for graphs.","lifelines_e5",0,1,0,141
"3/7/22 15:13","3/7/22 15:18","IP Address","174.103.176.18",100,326,TRUE,"3/7/22 15:18","R_2c0gHkeZ2sY0jWz",NA,NA,NA,NA,43.08180237,-87.89199829,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","linear_middle",40,"bland",1,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",0,"Male",NA,"White","",35,"High School or Equivalent","","No idea how I was supposed to come up with that many different words for graphs.","lifelines_e5",0,1,0,141
"3/7/22 15:13","3/7/22 15:18","IP Address","174.103.176.18",100,326,TRUE,"3/7/22 15:18","R_2c0gHkeZ2sY0jWz",NA,NA,NA,NA,43.08180237,-87.89199829,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","linear_high",100,"superlative",1,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",0,"Male",NA,"White","",35,"High School or Equivalent","","No idea how I was supposed to come up with that many different words for graphs.","lifelines_e5",0,1,0,141
"3/7/22 15:13","3/7/22 15:18","IP Address","174.103.176.18",100,326,TRUE,"3/7/22 15:18","R_2c0gHkeZ2sY0jWz",NA,NA,NA,NA,43.08180237,-87.89199829,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","exp_rise_convex",86,"impressive",1,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",0,"Male",NA,"White","",35,"High School or Equivalent","","No idea how I was supposed to come up with that many different words for graphs.","lifelines_e5",0,1,0,141
"3/7/22 15:13","3/7/22 15:18","IP Address","174.103.176.18",100,326,TRUE,"3/7/22 15:18","R_2c0gHkeZ2sY0jWz",NA,NA,NA,NA,43.08180237,-87.89199829,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","exp_fall_convex",2,"ugly",1,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",0,"Male",NA,"White","",35,"High School or Equivalent","","No idea how I was supposed to come up with that many different words for graphs.","lifelines_e5",0,1,0,141
"3/7/22 15:13","3/7/22 15:18","IP Address","174.103.176.18",100,326,TRUE,"3/7/22 15:18","R_2c0gHkeZ2sY0jWz",NA,NA,NA,NA,43.08180237,-87.89199829,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","exp_rise_concave",95,"super",1,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",0,"Male",NA,"White","",35,"High School or Equivalent","","No idea how I was supposed to come up with that many different words for graphs.","lifelines_e5",0,1,0,141
"3/7/22 15:13","3/7/22 15:18","IP Address","174.103.176.18",100,326,TRUE,"3/7/22 15:18","R_2c0gHkeZ2sY0jWz",NA,NA,NA,NA,43.08180237,-87.89199829,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","exp_fall_concave",1,"unfortunate",1,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",0,"Male",NA,"White","",35,"High School or Equivalent","","No idea how I was supposed to come up with that many different words for graphs.","lifelines_e5",0,1,0,141
"3/7/22 15:13","3/7/22 15:18","IP Address","174.103.176.18",100,326,TRUE,"3/7/22 15:18","R_2c0gHkeZ2sY0jWz",NA,NA,NA,NA,43.08180237,-87.89199829,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ","sin_fr_full",83,"tumultuous",1,"Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",0,"Male",NA,"White","",35,"High School or Equivalent","","No idea how I was supposed to come up with that many different words for graphs.","lifelines_e5",0,1,0,141
